n_events,n_stocks,n_dates,start_date,end_date,mean_spike_ratio,median_spike_ratio,p25_spike_ratio,p75_spike_ratio,mean_ret_pre5,mean_ret_event5,mean_ret_post5,mean_rv_pre5,mean_rv_event5,mean_rv_post5,mean_event_volume_share,median_event_volume_share
870058,5128,171,2024-01-16,2024-09-30,70.80191138349453,18.066666666666666,10.345591051175884,36.4,0.0012806541961103105,0.0007697511637753424,-0.00020989361104599416,4.9917139187648166e-05,7.057417979981186e-05,2.7356133466873577e-05,0.02963469216750443,0.02300029854090869
